Class,Location,Day/Time
WRIT 2 - 64   Rhetoric & Inquiry,SEM: Crown Clrm 208,TuTh 09:50AM-11:25AM
WRIT 2 - 65   Rhetoric & Inquiry,SEM: Merrill Acad 132,TuTh 01:30PM-03:05PM
WRIT 2 - 66   Rhetoric & Inquiry,SEM: Oakes Acad 222,TuTh 09:50AM-11:25AM
WRIT 2 - 67   Rhetoric & Inquiry,SEM: Oakes Acad 222,TuTh 01:30PM-03:05PM
WRIT 2 - 68   Rhetoric & Inquiry,SEM: Steven Acad 151,TuTh 05:20PM-06:55PM
WRIT 2 - 70   Rhetoric & Inquiry,SEM: Oakes Acad 106,Tu 09:50AM-11:25AM
WRIT 2 - 71   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 72   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 73   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 74   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 75   Rhetoric & Inquiry,SEM: R Carson Acad 242,M 05:20PM-06:55PM
WRIT 2 - 76   Rhetoric & Inquiry,SEM: R Carson Acad 242,M 07:10PM-08:45PM
WRIT 2 - 77   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 78   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 79   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 80   Rhetoric & Inquiry,SEM,Cancelled Cancelled
WRIT 2 - 81   Rhetoric & Inquiry,SEM,Cancelled Cancelled
WRIT 2 - 82   Rhetoric & Inquiry,SEM: Oakes Acad 102,TuTh 01:30PM-03:05PM
WRIT 2 - 83   Rhetoric & Inquiry,SEM: Soc Sci 1 145,MWF 12:00PM-01:05PM
YIDD 2 - 01   Yiddish: First Year,LEC: Merrill Acad 132,TuTh 03:20PM-04:55PM
